
> proj@1.0.0 start /home/polina/workDir/primat/proj
> tsc -p tsconfig.json && node script.js

22,502287584414645
21,50076574847976
21,42703084406979
21,389114525127447
21,360051952849503
21,338425011996723
21,32362503806332
21,315105696681858
21,31235484607199
21,314887471775126
21,32223935876163
21,33396116280468
21,349612874967715
21,368758352037794
21,390959192260368
21,415766836166583
21,44271145585974
21,47128609240223
21,50092476847212
21,530974094844087
21,56065928662505
21,589047431821253
21,615012992183804
21,637212282602963
21,65407433024524
21,6638144155594
21,66447354003775
21,653982538909613
21,630244716535735
21,591227171685322
21,535049543915886
21,4600601110823
21,364892459805677
21,248500186811107
21,110171024650867
20,94952452606803
20,766498642776096
20,561330345734703
20,33453429517807
20,08688199389335
19,819382284558234
19,533262777951233
19,22995097687801
18,91105352939452
18,578332162562216
18,23367532018291
17,879065228268917
17,516540898681978
17,148158314466524
16,77594960000964
16,401883282598693
16,0278277655494
15,655519874806458
15,28653987242031
14,922293740546989
14,564002924575362
14,212701167956258
13,86923763399332
13,534285221180117
13,208352840720373
12,891800418678471
12,584855479535229
12,287630327562425
12,000139034556677
11,72231364045258
11,454019158216312
11,19506713472217
10,945227649796784
10,704239735644393
10,47182027081034
10,247671450689207
10,03148696494738
9,822957025645563
9,621772392384322
9,427627535878234
9,240223071710608
9,05926758370885
8,884478942914095
8,715585214541216
8,552325232321978
8,394448907600562
8,24171732972304
8,093902704704524
7,950788170858892
7,812167522959271
7,677844870471484
7,5476342503373175
7,421359210575263
7,298852377484519
7,179955016385246
7,0645165935024155
6,952394344721373
6,843452855429501
6,737563654453
6,634604824141769
6,534460627904365
6,437021155911967
6,342181989240423
6,2498438823798566
6,159912463787273
6,0722979539731305
5,9869149004843445
5,903681929057537
5,822521510164687
5,74335974014499
5,6661261361087965
5,5907534438066095
5,517177457673918
5,445336852287485
5,3751730244996825
5,30662994555259
5,239654022508345
5,1741939683706475
5,1102006803092035
5,0476271254351675
4,986428233612137
4,926560796820752
4,867983374628584
4,81065620534756
4,754541122491093
4,699601476169834
4,645802059092709
4,593109036861792
4,541489882273872
4,490913313361943
4,4413492349294765
4,392768683347738
4,345143774404526
4,298447654006666
4,2526544515539
4,20773923581441
4,163677973145501
4,120447487912386
4,078025424970157
4,036390214083024
3,9955210361634093
3,955397791221944
3,916001067927357
3,877312114681287
3,8393128121206352
3,801985646964833
3,7653136871320774
3,72928055805241
3,6938704201114403
3,6590679471619385
3,6248583060451236
3,591227137066649
3,5581605353765267
3,525645033204293
3,493667582905263
3,462215540774308
3,431276651588918
3,4008390338428383
3,370891165635899
3,3414218711866166
3,3124203079367494
3,2838759542176157
3,2557785974517515
3,2281183228622607
3,2008855026663725
3,1740707857291763
3,1476650876556898
3,12165958130035
3,096045687674064
3,0708150672305945
3,045959611513518
3,0214714351482668
2,99734286816216
2,973566448618155
2,9501349155473755
2,927041202167114
2,9042784293712436
2,881839899480974
2,859719090243789
2,8379096490699784
2,8164053874957173
2,7952002758630656
2,7742884382071145
